ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
72,3,17.0,9.0,0,3,3
72,4,5.0,15.0,0,4,5
72,5,27.0,20.0,0,5,6
72,6,62.0,20.0,0,6,7
72,7,40.0,22.0,0,7,8
72,8,15.0,24.0,0,8,9
72,9,78.0,37.0,0,9,10
72,10,92.0,37.0,0,10,11
72,11,15.0,39.0,0,11,12
72,12,51.0,39.0,0,12,13
72,13,64.0,43.0,0,13,14
72,14,9.0,47.0,0,14,15
72,15,53.0,47.0,0,15,16
72,16,39.0,50.0,0,16,17
72,17,86.0,53.0,0,17,18
72,18,5.0,54.0,0,18,19
72,19,48.0,58.0,0,19,20
72,20,74.0,58.0,0,20,21
72,21,86.0,59.0,0,21,22
72,22,16.0,64.0,0,22,24
72,23,53.0,67.0,0,23,25
72,24,62.0,67.0,0,24,26
72,25,6.0,70.0,0,25,27
72,26,75.0,71.0,0,26,28
72,27,42.0,73.0,0,27,29
72,28,33.0,74.0,0,28,30
72,29,74.0,80.0,0,29,32
72,30,86.0,86.0,0,30,35
72,31,58.0,87.0,0,31,34
72,32,70.0,91.0,0,32,36
72,33,63.0,92.0,0,33,37
72,34,15.0,93.0,0,34,38
72,35,50.0,93.0,0,35,39
73,1,26.0,8.0,0,1,1
73,2,67.0,10.0,0,2,2
73,3,54.0,12.0,0,3,3
73,4,7.0,15.0,0,4,5
73,5,92.0,15.0,0,5,4
73,6,67.0,17.0,0,6,6
73,7,25.0,20.0,0,7,8
73,8,52.0,21.0,0,8,9
73,9,89.0,25.0,0,9,10
73,10,38.0,26.0,0,10,11
73,11,70.0,31.0,0,11,12
73,12,9.0,32.0,0,12,13
73,13,80.0,34.0,0,13,16
73,14,49.0,36.0,0,14,17
73,15,36.0,38.0,0,15,18
73,16,90.0,38.0,0,16,19
73,17,26.0,44.0,0,17,20
73,18,38.0,44.0,0,18,21
73,19,71.0,44.0,0,19,22
73,20,80.0,44.0,0,20,23
73,21,16.0,50.0,0,21,24
73,22,5.0,52.0,0,22,25
73,23,61.0,52.0,0,23,27
73,24,85.9090909090909,52.09090909090909,0,24,28
73,25,83.94736842105263,56.21052631578947,0,25,30
73,26,14.0,58.0,0,26,31
73,27,40.0,61.0,0,27,32
73,28,75.0,61.0,0,28,33
73,29,66.0,66.0,0,29,35
73,30,20.0,69.0,0,30,37
73,31,58.0,70.0,0,31,38
73,32,14.0,77.0,0,32,41
73,33,92.0,78.0,0,33,42
73,34,27.0,79.0,0,34,43
73,35,12.0,90.0,0,35,46
73,36,37.0,93.0,0,36,48
74,1,58.0,11.0,0,1,3
74,2,42.0,16.0,0,2,4
74,3,69.0,20.0,0,3,8
74,4,29.0,21.0,0,4,6
74,5,53.0,21.0,0,5,7
74,6,14.0,23.0,0,6,10
74,7,61.0,26.0,0,7,11
74,8,45.0,30.0,0,8,12
74,9,51.0,31.0,0,9,14
74,10,12.0,32.0,0,10,13
74,11,21.0,32.0,0,11,15
74,12,34.0,33.0,0,12,16
74,13,65.0,36.0,0,13,17
74,14,81.0,37.0,0,14,18
74,15,14.0,38.0,0,15,19
74,16,57.0,41.0,0,16,20
74,17,23.0,45.0,0,17,21
74,18,47.0,48.0,0,18,22
74,19,76.0,48.0,0,19,23
74,20,60.0,52.0,0,20,24
74,21,50.0,54.0,0,21,25
74,22,90.0,55.0,0,22,27
74,23,26.0,56.0,0,23,26
74,24,37.0,56.0,0,24,28
74,25,69.0,56.0,0,25,29
74,26,10.0,57.0,0,26,30
74,27,80.0,62.0,0,27,32
74,28,60.0,64.0,0,28,33
74,29,92.0,65.0,0,29,34
74,30,31.0,66.0,0,30,35
74,31,41.0,67.0,0,31,36
74,32,81.0,70.0,0,32,37
74,33,19.0,71.0,0,33,38
74,34,52.0,72.0,0,34,39
74,35,63.0,73.0,0,35,40
74,36,40.0,76.0,0,36,41
74,37,71.0,76.0,0,37,42
74,38,92.0,79.0,0,38,44
74,39,64.0,82.0,0,39,45
74,40,81.0,82.0,0,40,46
74,41,49.0,85.0,0,41,47
74,42,15.0,87.0,0,42,48
74,43,25.0,90.0,0,43,49
74,44,60.0,90.0,0,44,50
74,45,39.0,92.0,0,45,51
75,1,23.0,7.0,0,1,1
75,2,86.0,8.0,0,2,2
75,3,76.0,9.0,0,3,4
75,4,62.0,14.0,0,4,5
75,5,27.0,20.0,0,5,7
75,6,82.0,20.0,0,6,6
75,7,41.0,27.0,0,7,9
75,8,81.0,27.0,0,8,10
75,9,92.0,31.0,0,9,11
75,10,45.0,39.0,0,10,13
75,11,34.0,41.0,0,11,14
75,12,59.0,42.0,0,12,15
75,13,80.0,43.0,0,13,16
75,14,88.0,45.0,0,14,17
75,15,11.0,47.0,0,15,18
75,16,46.0,49.0,0,16,19
75,17,23.0,51.0,0,17,20
75,18,34.0,54.0,0,18,21
75,19,73.0,56.0,0,19,22
75,20,10.0,59.0,0,20,23
75,21,63.0,59.0,0,21,24
75,22,42.0,60.0,0,22,26
75,23,32.0,64.0,0,23,27
75,24,82.0,69.0,0,24,29
75,25,74.0,77.0,0,25,30
75,26,57.0,79.0,0,26,31
75,27,42.0,83.0,0,27,32
75,28,8.0,85.0,0,28,33
75,29,8.0,91.0,0,29,35
75,30,82.0,92.0,0,30,36
75,31,58.0,93.0,0,31,38
76,1,21.0,11.0,0,1,1
76,2,39.0,18.0,0,2,3
76,3,48.0,22.0,0,3,4
76,4,33.0,27.0,0,4,5
76,5,61.0,32.0,0,5,6
76,6,25.0,36.0,0,6,8
76,7,77.0,36.0,0,7,9
76,8,37.0,40.0,0,8,10
76,9,69.0,41.0,0,9,11
76,10,55.0,42.0,0,10,12
76,11,83.0,45.0,0,11,13
76,12,28.0,50.0,0,12,14
76,13,66.0,51.0,0,13,15
76,14,41.0,52.0,0,14,16
76,15,29.0,63.0,0,15,19
76,16,72.0,66.0,0,16,20
76,17,61.0,75.0,0,17,21
76,18,32.0,78.0,0,18,22
76,19,10.0,79.0,0,19,23
76,20,23.0,81.0,0,20,25
76,21,72.0,81.0,0,21,26
76,22,60.0,89.0,0,22,29
76,23,44.0,90.0,0,23,30
76,24,90.0,93.0,0,24,32
76,25,79.0,94.0,0,25,33
77,1,72.0,7.0,0,1,2
77,2,91.0,8.0,0,2,1
77,3,17.0,9.0,0,3,4
77,4,32.0,9.0,0,4,5
77,5,50.95,12.9,0,5,6
77,6,53.90909090909091,16.90909090909091,0,6,8
77,7,83.0,17.0,0,7,7
77,8,36.0,20.0,0,8,9
77,9,66.0,20.0,0,9,10
77,10,52.0,24.0,0,10,11
77,11,74.0,25.0,0,11,12
77,12,27.0,28.0,0,12,13
77,13,84.0,29.0,0,13,14
77,14,48.0,31.0,0,14,15
77,15,9.0,32.0,0,15,16
77,16,73.0,33.0,0,16,17
77,17,18.0,35.0,0,17,19
77,18,61.0,35.0,0,18,18
77,19,39.0,37.0,0,19,21
77,20,84.0,37.0,0,20,20
77,21,89.0,45.0,0,21,22
77,22,62.0,46.0,0,22,23
77,23,48.0,54.0,0,23,24
77,24,27.0,57.0,0,24,26
77,25,36.0,57.0,0,25,27
77,26,61.0,59.0,0,26,28
77,27,5.0,60.0,0,27,29
77,28,92.0,60.0,0,28,30
77,29,62.0,68.0,0,29,32
77,30,53.0,74.0,0,30,35
77,31,52.0,80.0,0,31,37
77,32,62.0,80.0,0,32,36
77,33,86.0,81.0,0,33,38
77,34,26.0,84.0,0,34,39
77,35,76.0,85.0,0,35,40
77,36,37.0,92.0,0,36,41
77,37,51.0,93.0,0,37,42
78,1,37.0,9.0,0,1,1
78,2,50.0,11.0,0,2,2
78,3,83.0,13.0,0,3,3
78,4,30.0,16.0,0,4,4
78,5,73.0,16.0,0,5,5
78,6,60.0,17.0,0,6,6
78,7,12.0,19.0,0,7,7
78,8,41.0,20.0,0,8,8
78,9,53.0,23.0,0,9,9
78,10,83.0,24.0,0,10,10
78,11,65.0,27.0,0,11,11
78,12,32.0,31.0,0,12,12
78,13,9.0,33.0,0,13,14
78,14,85.0,34.0,0,14,15
78,15,42.0,38.0,0,15,16
78,16,33.0,43.0,0,16,18
78,17,85.0,47.0,0,17,19
78,18,76.0,48.0,0,18,20
78,19,64.0,50.0,0,19,21
78,20,33.0,52.0,0,20,22
78,21,51.0,52.0,0,21,23
78,22,43.0,56.0,0,22,24
78,23,59.0,58.0,0,23,25
78,24,81.0,59.0,0,24,26
78,25,89.0,63.0,0,25,28
78,26,21.0,67.0,0,26,29
78,27,33.0,70.0,0,27,30
78,28,45.0,70.0,0,28,31
78,29,55.0,71.0,0,29,32
78,30,75.0,74.0,0,30,33
78,31,23.0,77.0,0,31,34
78,32,36.0,77.0,0,32,35
78,33,6.0,81.0,0,33,36
78,34,50.0,82.0,0,34,37
78,35,63.0,87.0,0,35,39
78,36,75.0,87.0,0,36,38
78,37,40.0,90.0,0,37,40
78,38,7.0,93.0,0,38,41
79,1,89.05,6.9,0,1,1
79,2,86.0909090909091,10.909090909090908,0,2,2
79,3,10.0,12.0,0,3,3
79,4,77.0,13.0,0,4,4
79,5,41.0,16.0,0,5,5
79,6,28.0,18.0,0,6,6
79,7,61.0,18.0,0,7,7
79,8,5.0,20.0,0,8,8
79,9,79.0,23.0,0,9,9
79,10,39.0,30.0,0,10,10
79,11,50.0,30.0,0,11,12
79,12,6.0,31.0,0,12,11
79,13,75.0,33.0,0,13,13
79,14,64.0,35.0,0,14,14
79,15,41.0,39.0,0,15,16
79,16,32.0,41.0,0,16,17
79,17,52.0,46.0,0,17,19
79,18,46.0,51.0,0,18,21
79,19,91.0,52.0,0,19,22
79,20,56.0,54.0,0,20,23
79,21,9.0,58.0,0,21,24
79,22,31.0,60.0,0,22,25
79,23,25.0,73.0,0,23,28
79,24,8.0,76.0,0,24,29
79,25,35.0,78.0,0,25,30
79,26,52.0,80.0,0,26,31
79,27,13.0,85.0,0,27,33
79,28,69.0,86.0,0,28,34
79,29,24.0,91.0,0,29,38
79,30,47.0,91.0,0,30,35
79,31,59.0,91.0,0,31,37
79,32,5.0,92.0,0,32,36
80,1,73.0,8.0,0,1,1
80,2,86.0,12.0,0,2,3
80,3,25.0,13.0,0,3,4
80,4,64.0,16.0,0,4,5
80,5,77.0,20.0,0,5,6
80,6,52.0,22.0,0,6,7
80,7,66.0,26.0,0,7,9
80,8,91.0,26.0,0,8,11
80,9,38.0,27.0,0,9,10
80,10,76.0,31.0,0,10,12
80,11,56.0,34.0,0,11,13
80,12,11.0,35.0,0,12,14
80,13,38.0,39.0,0,13,16
80,14,90.0,39.0,0,14,15
80,15,78.0,40.0,0,15,17
80,16,51.0,47.0,0,16,19
80,17,79.0,52.0,0,17,20
80,18,90.0,52.0,0,18,21
80,19,7.0,57.0,0,19,23
80,20,24.0,63.0,0,20,24
80,21,82.0,64.0,0,21,25
80,22,84.0,74.0,0,22,28
80,23,74.0,84.0,0,23,31
80,24,39.0,88.0,0,24,34
81,1,24.0,7.0,0,1,2
81,2,77.0,12.0,0,2,6
81,3,15.0,15.0,0,3,7
81,4,90.0,17.0,0,4,8
81,5,6.0,21.0,0,5,9
81,6,32.0,22.0,0,6,10
81,7,73.0,22.0,0,7,11
81,8,7.0,32.0,0,8,13
81,9,26.0,32.0,0,9,14
81,10,57.0,33.0,0,10,15
81,11,16.0,38.0,0,11,16
81,12,59.0,44.0,0,12,19
81,13,65.0,44.0,0,13,17
81,14,7.0,47.0,0,14,20
81,15,77.0,48.0,0,15,21
81,16,91.0,48.0,0,16,22
81,17,85.0,64.0,0,17,28
81,18,37.0,66.0,0,18,29
81,19,23.0,67.0,0,19,31
81,20,50.0,67.0,0,20,32
81,21,26.0,77.0,0,21,33
81,22,89.0,79.0,0,22,35
81,23,14.0,81.0,0,23,36
81,24,73.0,87.0,0,24,37
81,25,83.0,88.0,0,25,39
82,1,27.0,15.0,0,1,3
82,2,90.0,15.0,0,2,4
82,3,66.0,21.0,0,3,8
82,4,29.210526315789473,24.94736842105263,0,4,10
82,5,25.09090909090909,26.90909090909091,0,5,11
82,6,46.0,28.0,0,6,12
82,7,29.0,40.0,0,7,18
82,8,74.0,40.0,0,8,16
82,9,40.0,44.0,0,9,20
82,10,87.0,44.0,0,10,21
82,11,23.0,56.0,0,11,23
82,12,37.0,58.0,0,12,24
82,13,68.0,67.0,0,13,28
82,14,51.0,69.0,0,14,29
82,15,78.0,72.0,0,15,30
82,16,40.0,73.0,0,16,31
82,17,91.0,73.0,0,17,32
82,18,36.0,83.0,0,18,35
82,19,45.0,85.0,0,19,36
82,20,88.0,90.0,0,20,38
82,21,36.0,93.0,0,21,40
83,1,49.0,6.0,0,1,1
83,2,57.0,9.0,0,2,2
83,3,43.0,15.0,0,3,3
83,4,69.0,18.0,0,4,4
83,5,34.0,23.0,0,5,7
83,6,86.0,23.0,0,6,8
83,7,47.0,27.0,0,7,9
83,8,64.0,29.0,0,8,11
83,9,78.0,29.0,0,9,10
83,10,92.0,32.0,0,10,12
83,11,37.0,37.0,0,11,13
83,12,75.0,38.0,0,12,14
83,13,50.0,39.0,0,13,15
83,14,57.0,45.0,0,14,17
83,15,38.0,50.0,0,15,18
83,16,81.0,53.0,0,16,19
83,17,70.0,62.0,0,17,20
83,18,41.0,64.0,0,18,22
83,19,19.0,66.0,0,19,23
83,20,32.0,68.0,0,20,24
83,21,82.0,69.0,0,21,25
83,22,4.0,72.0,0,22,27
83,23,69.0,76.0,0,23,29
83,24,53.0,78.0,0,24,30
83,25,75.0,90.0,0,25,35
83,26,56.0,93.0,0,26,36
84,1,44.0,10.0,0,1,1
84,2,32.0,13.0,0,2,2
84,3,20.0,14.0,0,3,3
84,4,70.0,15.0,0,4,4
84,5,8.0,17.0,0,5,5
84,6,80.0,17.0,0,6,7
84,7,58.0,18.0,0,7,6
84,8,42.0,21.0,0,8,8
84,9,27.0,27.0,0,9,9
84,10,52.0,28.0,0,10,10
84,11,62.0,28.0,0,11,11
84,12,23.9,39.95,0,12,12
84,13,84.0,41.0,0,13,13
84,14,27.0,42.0,0,14,14
84,15,44.0,42.0,0,15,15
84,16,82.0,52.0,0,16,19
84,17,49.0,53.0,0,17,20
84,18,5.0,54.0,0,18,21
84,19,59.0,54.0,0,19,22
84,20,41.0,64.0,0,20,25
84,21,11.0,66.0,0,21,27
84,22,70.0,66.0,0,22,28
84,23,39.0,74.0,0,23,29
84,24,29.0,76.0,0,24,32
84,25,8.0,83.0,0,25,33
84,26,53.0,83.0,0,26,34
84,27,87.0,86.0,0,27,36
84,28,45.0,92.0,0,28,37
84,29,62.0,93.0,0,29,38
85,1,23.0,6.0,0,1,1
85,2,63.0,7.0,0,2,2
85,3,75.0,10.0,0,3,3
85,4,27.0,18.0,0,4,6
85,5,16.0,20.0,0,5,7
85,6,41.0,21.0,0,6,8
85,7,62.0,22.0,0,7,9
85,8,81.0,23.0,0,8,10
85,9,70.0,24.0,0,9,11
85,10,28.0,28.0,0,10,12
85,11,5.0,30.0,0,11,13
85,12,16.0,33.0,0,12,14
85,13,55.0,35.0,0,13,16
85,14,45.0,38.0,0,14,17
85,15,24.0,39.0,0,15,19
85,16,14.0,43.0,0,16,20
85,17,93.0,44.0,0,17,21
85,18,32.0,47.0,0,18,22
85,19,64.0,48.0,0,19,23
85,20,79.0,51.0,0,20,24
85,21,56.0,56.0,0,21,25
85,22,39.0,58.0,0,22,26
85,23,24.0,62.0,0,23,27
85,24,79.0,69.0,0,24,29
85,25,64.0,71.0,0,25,30
85,26,40.0,73.0,0,26,32
85,27,65.0,78.0,0,27,33
85,28,42.0,93.0,0,28,37
86,1,58.0,6.0,0,1,1
86,2,77.0,7.0,0,2,2
86,3,6.0,13.0,0,3,4
86,4,15.0,13.0,0,4,3
86,5,68.0,18.0,0,5,7
86,6,30.0,24.0,0,6,8
86,7,81.0,28.0,0,7,11
86,8,5.0,29.0,0,8,12
86,9,28.0,29.0,0,9,10
86,10,49.0,43.0,0,10,15
86,11,92.0,46.0,0,11,16
86,12,64.0,47.0,0,12,17
86,13,6.0,51.0,0,13,20
86,14,37.0,51.0,0,14,18
86,15,85.0,53.0,0,15,21
86,16,12.0,60.0,0,16,22
86,17,57.0,65.0,0,17,26
86,18,78.0,65.0,0,18,25
86,19,90.0,65.0,0,19,28
86,20,69.0,66.0,0,20,27
86,21,26.0,75.0,0,21,31
86,22,5.0,76.0,0,22,30
86,23,59.0,77.0,0,23,32
86,24,24.0,86.0,0,24,35
86,25,72.0,91.0,0,25,38
86,26,18.0,93.0,0,26,39
87,1,29.9,5.95,0,1,1
87,2,89.0,6.0,0,2,2
87,3,50.0,7.0,0,3,4
87,4,33.166666666666664,8.0,0,4,3
87,5,88.0,17.0,0,5,8
87,6,55.0,18.0,0,6,9
87,7,11.0,19.0,0,7,10
87,8,66.0,19.0,0,8,11
87,9,47.0,29.0,0,9,14
87,10,76.0,31.0,0,10,17
87,11,18.0,32.0,0,11,16
87,12,45.0,39.0,0,12,18
87,13,35.0,41.0,0,13,21
87,14,15.0,48.0,0,14,22
87,15,59.0,48.0,0,15,23
87,16,5.0,51.0,0,16,25
87,17,92.0,51.0,0,17,26
87,18,51.0,56.0,0,18,27
87,19,68.0,59.0,0,19,28
87,20,9.0,61.0,0,20,29
87,21,31.0,65.0,0,21,30
87,22,16.0,66.0,0,22,31
87,23,80.0,66.0,0,23,32
87,24,92.0,70.0,0,24,33
87,25,47.0,71.0,0,25,34
87,26,18.0,75.0,0,26,36
87,27,37.0,79.0,0,27,37
87,28,9.0,88.0,0,28,39
87,29,38.0,91.0,0,29,41
87,30,50.0,92.0,0,30,40
88,1,28.0,8.0,0,1,1
88,2,68.0,10.0,0,2,2
88,3,37.0,11.0,0,3,4
88,4,43.0,19.0,0,4,5
88,5,88.0,24.0,0,5,8
88,6,29.0,26.0,0,6,9
88,7,57.0,34.0,0,7,11
88,8,22.0,35.0,0,8,12
88,9,36.0,35.0,0,9,10
88,10,90.0,36.0,0,10,13
88,11,55.0,45.0,0,11,15
88,12,23.0,52.0,0,12,18
88,13,49.0,53.0,0,13,19
88,14,39.0,56.0,0,14,20
88,15,20.0,65.0,0,15,23
88,16,50.0,65.0,0,16,22
88,17,62.0,70.0,0,17,24
88,18,7.0,73.0,0,18,26
88,19,77.0,76.0,0,19,27
88,20,42.0,78.0,0,20,29
88,21,56.0,83.0,0,21,31
88,22,90.0,91.0,0,22,35
88,23,82.0,93.0,0,23,36
89,1,64.0,10.0,0,1,2
89,2,19.0,12.0,0,2,3
89,3,47.0,12.0,0,3,4
89,4,74.0,14.0,0,4,5
89,5,80.0,15.0,0,5,6
89,6,51.0,21.0,0,6,8
89,7,32.0,24.0,0,7,9
89,8,63.0,24.0,0,8,10
89,9,42.0,27.0,0,9,13
89,10,25.0,34.0,0,10,14
89,11,52.0,35.0,0,11,15
89,12,74.0,37.0,0,12,16
89,13,41.0,38.0,0,13,17
89,14,29.0,39.0,0,14,19
89,15,6.0,40.0,0,15,18
89,16,87.0,40.0,0,16,20
89,17,72.0,42.0,0,17,21
89,18,20.0,44.0,0,18,22
89,19,60.0,46.0,0,19,23
89,20,25.0,49.0,0,20,25
89,21,37.0,51.0,0,21,26
89,22,48.0,53.0,0,22,27
89,23,73.0,55.0,0,23,28
89,24,10.0,57.0,0,24,29
89,25,19.0,57.0,0,25,30
89,26,86.0,60.0,0,26,31
89,27,63.0,62.0,0,27,32
89,28,44.0,65.0,0,28,33
89,29,28.0,66.0,0,29,34
89,30,74.0,69.0,0,30,35
89,31,9.0,73.0,0,31,36
89,32,21.0,74.0,0,32,38
89,33,35.0,80.0,0,33,39
89,34,13.0,81.0,0,34,40
89,35,23.0,83.0,0,35,41
89,36,40.0,83.0,0,36,42
89,37,68.0,85.0,0,37,43
89,38,61.0,86.0,0,38,45
89,39,91.0,93.0,0,39,47
90,1,14.0,10.0,0,1,3
90,2,76.0,14.0,0,2,6
90,3,45.0,22.0,0,3,8
90,4,33.0,25.0,0,4,9
90,5,21.0,26.0,0,5,10
90,6,71.0,26.0,0,6,11
90,7,9.0,29.0,0,7,12
90,8,81.0,29.0,0,8,14
90,9,59.0,30.0,0,9,13
90,10,43.0,33.0,0,10,15
90,11,28.0,39.0,0,11,16
90,12,53.0,40.0,0,12,17
90,13,63.0,40.0,0,13,18
90,14,25.0,52.0,0,14,19
90,15,85.0,53.0,0,15,20
90,16,45.0,54.0,0,16,22
90,17,28.0,55.0,0,17,21
90,18,83.0,64.0,0,18,26
90,19,50.0,65.0,0,19,27
90,20,6.0,66.0,0,20,28
90,21,60.0,66.0,0,21,29
90,22,42.0,76.0,0,22,32
90,23,13.0,78.0,0,23,34
90,24,70.0,78.0,0,24,35
90,25,41.0,86.0,0,25,36
90,26,30.0,88.0,0,26,38
90,27,77.0,88.0,0,27,37
90,28,54.0,94.0,0,28,39
91,1,24.0,11.0,0,1,1
91,2,60.0,17.0,0,2,4
91,3,30.0,18.0,0,3,5
91,4,91.0,18.0,0,4,6
91,5,15.0,19.0,0,5,7
91,6,41.0,22.0,0,6,8
91,7,70.0,24.0,0,7,10
91,8,84.0,30.0,0,8,11
91,9,26.0,35.0,0,9,13
91,10,75.0,35.0,0,10,15
91,11,45.0,37.0,0,11,16
91,12,34.0,43.0,0,12,18
91,13,56.0,47.0,0,13,22
91,14,92.0,47.0,0,14,20
91,15,22.0,48.0,0,15,21
91,16,44.0,48.0,0,16,24
91,17,69.0,48.0,0,17,25
91,18,60.0,59.0,0,18,26
91,19,85.0,59.0,0,19,27
91,20,36.0,64.0,0,20,29
91,21,74.0,65.0,0,21,31
91,22,19.0,66.0,0,22,30
91,23,61.0,71.0,0,23,32
91,24,88.0,74.0,0,24,33
91,25,33.0,76.0,0,25,34
91,26,77.0,80.0,0,26,35
91,27,64.0,84.0,0,27,37
91,28,70.0,91.0,0,28,38
91,29,46.0,92.0,0,29,39
91,30,86.0,93.0,0,30,40
92,1,38.0,6.0,0,1,1
92,2,26.0,10.0,0,2,3
92,3,31.0,19.0,0,3,5
92,4,52.0,27.0,0,4,6
92,5,8.0,30.0,0,5,7
92,6,38.0,38.0,0,6,9
92,7,84.0,38.0,0,7,8
92,8,91.0,45.0,0,8,10
92,9,74.0,50.0,0,9,11
92,10,32.0,55.0,0,10,13
92,11,60.0,64.0,0,11,17
92,12,76.0,64.0,0,12,15
92,13,38.0,65.0,0,13,16
92,14,14.0,67.0,0,14,18
92,15,47.0,67.0,0,15,19
92,16,25.0,71.0,0,16,20
92,17,87.0,77.0,0,17,22
92,18,21.0,79.0,0,18,23
92,19,34.0,80.0,0,19,24
92,20,57.0,80.0,0,20,25
92,21,21.0,87.0,0,21,26
92,22,65.0,87.0,0,22,27
92,23,43.0,88.0,0,23,28
92,24,49.0,88.0,0,24,29
92,25,83.0,93.0,0,25,30
93,1,48.0,12.0,0,1,1
93,2,19.0,15.0,0,2,2
93,3,39.0,17.0,0,3,3
93,4,78.0,17.0,0,4,4
93,5,10.0,19.0,0,5,5
93,6,28.0,22.0,0,6,6
93,7,87.0,24.0,0,7,8
93,8,64.0,27.0,0,8,9
93,9,49.0,32.0,0,9,10
93,10,9.0,33.0,0,10,11
93,11,60.0,38.0,0,11,12
93,12,88.0,39.0,0,12,13
93,13,34.0,41.0,0,13,14
93,14,47.0,43.0,0,14,15
93,15,5.0,45.0,0,15,16
93,16,71.0,50.0,0,16,18
93,17,85.0,50.0,0,17,17
93,18,91.0,51.0,0,18,19
93,19,28.0,53.0,0,19,20
93,20,57.0,54.0,0,20,22
93,21,14.0,57.0,0,21,23
93,22,35.0,57.0,0,22,24
93,23,51.0,64.0,0,23,25
93,24,9.0,70.0,0,24,26
93,25,79.0,70.0,0,25,28
93,26,92.0,72.0,0,26,29
93,27,46.0,77.0,0,27,30
93,28,57.0,79.0,0,28,31
93,29,79.0,80.0,0,29,32
93,30,5.0,83.0,0,30,34
93,31,16.0,83.0,0,31,35
93,32,92.0,85.0,0,32,37
93,33,43.0,88.0,0,33,38
93,34,10.0,91.0,0,34,39
93,35,59.0,93.0,0,35,40
94,1,20.0,7.0,0,1,3
94,2,54.0,7.0,0,2,2
94,3,75.0,7.0,0,3,1
94,4,89.0,8.0,0,4,4
94,5,38.0,16.0,0,5,5
94,6,64.0,17.0,0,6,6
94,7,81.0,17.0,0,7,7
94,8,18.0,21.0,0,8,8
94,9,55.0,21.0,0,9,9
94,10,70.0,22.0,0,10,10
94,11,26.0,23.0,0,11,11
94,12,44.0,27.0,0,12,13
94,13,16.0,31.0,0,13,14
94,14,8.0,34.0,0,14,16
94,15,55.0,34.0,0,15,15
94,16,68.0,36.0,0,16,17
94,17,92.0,37.0,0,17,18
94,18,23.0,41.0,0,18,19
94,19,60.0,45.0,0,19,20
94,20,18.0,53.0,0,20,22
94,21,32.0,55.0,0,21,23
94,22,68.0,56.0,0,22,24
94,23,88.0,57.0,0,23,25
94,24,47.0,60.0,0,24,26
94,25,63.0,60.0,0,25,27
94,26,78.0,62.0,0,26,28
94,27,13.0,64.0,0,27,29
94,28,61.0,70.0,0,28,31
94,29,45.0,71.0,0,29,32
94,30,71.0,74.0,0,30,33
94,31,91.0,81.0,0,31,35
94,32,61.0,82.0,0,32,36
94,33,80.0,84.0,0,33,37
94,34,52.0,92.0,0,34,39
94,35,70.0,92.0,0,35,40
94,36,64.0,93.0,0,36,41
94,37,92.0,93.0,0,37,42
95,1,41.0,14.0,0,1,2
95,2,24.0,16.0,0,2,3
95,3,34.0,20.0,0,3,4
95,4,43.0,23.0,0,4,5
95,5,77.0,23.0,0,5,6
95,6,54.0,27.0,0,6,7
95,7,71.0,32.0,0,7,9
95,8,86.0,35.0,0,8,10
95,9,41.0,37.0,0,9,11
95,10,55.0,39.0,0,10,12
95,11,26.0,51.0,0,11,14
95,12,44.0,53.0,0,12,15
95,13,36.0,55.0,0,13,16
95,14,65.0,58.0,0,14,17
95,15,26.0,61.0,0,15,18
95,16,77.0,62.0,0,16,19
95,17,34.0,64.0,0,17,20
95,18,92.0,65.0,0,18,21
95,19,54.0,68.0,0,19,23
95,20,40.0,69.0,0,20,24
95,21,22.0,72.0,0,21,25
95,22,66.0,72.0,0,22,26
95,23,41.90909090909091,73.9090909090909,0,23,27
95,24,82.0,80.0,0,24,28
95,25,67.0,85.0,0,25,29
95,26,80.0,92.0,0,26,31
95,27,90.0,93.0,0,27,32
96,1,71.0,6.0,0,1,1
96,2,36.0,8.0,0,2,2
96,3,27.333333333333332,13.0,0,3,3
96,4,23.09090909090909,13.909090909090908,0,4,4
96,5,86.9090909090909,32.09090909090909,0,5,5
96,6,82.66666666666667,33.0,0,6,6
96,7,16.0,34.0,0,7,7
96,8,50.0,36.0,0,8,8
96,9,70.0,42.0,0,9,9
96,10,62.0,44.0,0,10,10
96,11,76.0,45.0,0,11,11
96,12,32.0,54.0,0,12,13
96,13,41.0,60.0,0,13,14
96,14,23.0,62.0,0,14,15
96,15,38.0,68.0,0,15,16
96,16,72.0,73.0,0,16,17
96,17,30.0,75.0,0,17,18
96,18,60.0,75.0,0,18,19
96,19,42.0,80.0,0,19,20
97,1,35.0,6.0,0,1,1
97,2,43.0,6.0,0,2,2
97,3,28.0,10.0,0,3,3
97,4,61.0,12.0,0,4,4
97,5,38.0,16.0,0,5,5
97,6,73.0,17.0,0,6,6
97,7,11.0,18.0,0,7,7
97,8,20.0,25.0,0,8,8
97,9,90.0,29.0,0,9,10
97,10,38.0,34.0,0,10,11
97,11,47.0,34.0,0,11,12
97,12,79.0,38.0,0,12,14
97,13,58.0,50.0,0,13,16
97,14,46.0,68.0,0,14,20
97,15,67.0,70.0,0,15,21
97,16,34.0,77.0,0,16,22
97,17,48.0,81.0,0,17,23
97,18,39.0,93.0,0,18,24
97,19,57.0,93.0,0,19,25
98,1,49.0,6.0,0,1,1
